hotel,lead_time,arrival_month,arrival_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,room_type,previous_cancellations,previous_bookings_not_canceled,adr,occupancy_rate
Resort Hotel,68,9,47,7,2,1,0,1,Deluxe,1,7,5973.79,0.682
Resort Hotel,235,4,30,2,2,1,2,0,Deluxe,1,0,5610.4,0.66
City Hotel,47,12,43,5,2,1,2,1,Family,3,8,9974.19,0.76
City Hotel,56,10,8,1,1,1,2,1,Deluxe,0,5,6594.72,0.794
Resort Hotel,276,11,40,7,3,3,0,0,Family,1,0,8630.4,0.952
Resort Hotel,337,10,7,2,1,2,2,0,Standard,3,0,4144.51,0.96
Resort Hotel,98,9,20,5,2,3,2,0,Suite,1,6,9415.32,0.812
Resort Hotel,14,4,12,2,1,1,2,1,Deluxe,4,9,5908.24,0.362
Resort Hotel,324,10,21,5,2,3,2,0,Deluxe,1,1,6051.25,0.813
City Hotel,178,10,28,4,0,3,1,0,Suite,4,5,10101.59,0.905
City Hotel,331,10,28,0,2,2,0,0,Standard,4,4,4351.54,0.777
Resort Hotel,61,9,16,3,0,2,0,0,Standard,1,4,4419.98,0.658
City Hotel,118,11,48,7,0,2,2,1,Standard,1,9,5837.9,0.734
City Hotel,36,7,10,2,0,1,0,1,Standard,4,5,4064.36,0.798
City Hotel,133,2,22,3,2,1,2,1,Standard,1,7,4053.43,0.497
Resort Hotel,25,9,7,2,3,2,2,0,Family,0,4,9147.32,0.63
City Hotel,7,4,4,4,2,3,2,0,Deluxe,2,7,6358.48,0.535
Resort Hotel,3,8,24,4,1,2,0,0,Deluxe,2,4,5745.82,0.706
City Hotel,20,7,34,5,1,1,1,1,Deluxe,3,9,7439.0,0.653
Resort Hotel,148,7,41,2,3,3,0,0,Family,2,5,7847.36,0.514
City Hotel,24,8,47,4,3,1,0,0,Suite,0,7,9138.0,0.657
Resort Hotel,142,1,14,4,3,2,1,1,Standard,2,1,3987.99,0.715
Resort Hotel,244,5,44,2,0,2,0,1,Suite,2,6,8065.36,0.644
City Hotel,42,2,49,5,3,3,1,1,Standard,0,2,3787.01,0.611
Resort Hotel,292,2,17,5,3,2,2,1,Standard,4,8,3320.08,0.408
Resort Hotel,184,1,45,5,3,1,1,1,Suite,2,9,7836.82,0.591
Resort Hotel,41,5,8,5,2,1,2,0,Deluxe,3,6,6446.67,0.776
Resort Hotel,91,2,42,0,1,1,1,0,Family,2,2,6370.26,0.582
Resort Hotel,316,4,13,2,1,3,2,0,Suite,2,7,9035.76,0.479
Resort Hotel,323,3,7,6,3,1,0,1,Deluxe,0,9,5126.51,0.639
Resort Hotel,52,3,3,0,1,2,1,1,Standard,0,1,3606.66,0.656
Resort Hotel,83,2,24,4,2,3,0,1,Deluxe,3,9,5663.99,0.48
City Hotel,33,6,47,0,1,1,2,1,Standard,1,7,3614.3,0.757
City Hotel,75,2,24,7,0,1,1,0,Standard,0,6,4487.61,0.595
Resort Hotel,352,8,7,6,2,2,1,0,Deluxe,1,4,6351.13,0.501
Resort Hotel,196,8,30,6,1,2,1,0,Standard,3,3,4621.45,0.641
City Hotel,285,12,5,6,1,3,0,0,Family,2,9,8365.41,0.766
City Hotel,87,5,40,5,2,1,2,0,Deluxe,2,9,5901.74,0.619
City Hotel,234,10,21,4,1,1,0,0,Suite,1,0,8453.38,0.75
Resort Hotel,231,7,49,0,1,2,1,0,Standard,3,3,3222.19,0.754
City Hotel,6,4,8,0,3,3,2,0,Standard,3,5,3822.31,0.682
Resort Hotel,291,1,7,7,0,2,2,1,Family,0,5,7699.48,0.687
Resort Hotel,37,11,39,2,2,2,0,0,Family,1,1,8092.73,0.809
City Hotel,51,2,2,0,3,3,0,0,Suite,0,8,7859.85,0.698
Resort Hotel,142,10,43,7,1,1,1,1,Standard,1,0,5659.98,0.843
Resort Hotel,220,10,12,4,2,1,1,1,Suite,0,3,9390.35,0.873
Resort Hotel,239,4,28,5,2,1,1,0,Suite,0,3,7935.11,0.76
Resort Hotel,142,1,44,2,0,3,1,0,Standard,3,1,3751.37,0.491
City Hotel,348,8,19,7,0,3,2,1,Suite,3,7,10230.59,0.692
City Hotel,362,9,28,0,2,3,1,1,Suite,2,1,9265.01,0.515
Resort Hotel,48,4,35,2,0,3,1,1,Family,2,1,7673.1,0.711
Resort Hotel,276,10,12,3,0,3,1,0,Family,3,1,8381.94,0.852
City Hotel,270,3,28,2,1,2,0,1,Suite,3,0,8507.41,0.589
Resort Hotel,13,2,26,6,0,1,0,0,Standard,0,4,4537.99,0.63
City Hotel,297,5,38,5,0,3,0,1,Family,2,3,6880.48,0.732
Resort Hotel,14,3,6,6,3,1,1,0,Suite,3,1,9033.19,0.577
Resort Hotel,233,10,19,3,1,3,2,1,Deluxe,1,0,7036.29,0.793
City Hotel,62,7,27,6,1,1,1,0,Deluxe,1,0,6411.99,0.674
City Hotel,195,11,9,3,2,2,0,1,Suite,2,1,9724.85,0.765
City Hotel,26,6,41,2,0,1,0,1,Deluxe,1,0,6652.31,0.582
City Hotel,92,1,50,4,3,1,1,0,Family,0,8,7035.09,0.385
Resort Hotel,104,12,10,5,3,3,2,0,Standard,2,1,5285.63,0.672
City Hotel,308,8,10,4,1,1,2,0,Suite,3,2,9909.03,0.693
Resort Hotel,51,2,33,5,0,2,2,1,Family,1,8,8481.9,0.438
City Hotel,318,5,18,7,3,2,0,1,Standard,0,4,4385.63,0.531
City Hotel,180,9,10,5,2,2,0,1,Deluxe,3,7,6142.42,0.643
Resort Hotel,56,8,7,6,0,3,2,1,Deluxe,4,6,7416.76,0.672
City Hotel,119,2,40,6,0,3,1,1,Deluxe,0,5,5778.32,0.663
City Hotel,307,9,32,4,0,3,2,0,Deluxe,1,1,6281.31,0.511
City Hotel,362,5,43,1,3,3,1,0,Family,0,3,6987.8,0.63
City Hotel,42,10,6,7,1,3,0,1,Family,4,8,8907.87,0.658
Resort Hotel,134,6,19,3,1,2,0,1,Standard,4,6,4305.45,0.645
Resort Hotel,259,3,41,6,2,1,0,0,Suite,0,2,8314.09,0.513
City Hotel,196,3,43,7,3,2,2,1,Standard,3,5,4900.16,0.556
City Hotel,132,10,34,6,0,3,2,0,Suite,3,7,10026.38,0.596
City Hotel,254,8,43,6,2,2,0,0,Deluxe,4,7,5982.7,0.741
Resort Hotel,219,11,5,2,2,1,0,0,Deluxe,2,7,6305.72,0.781
Resort Hotel,335,10,19,4,1,3,0,0,Deluxe,2,7,6273.15,0.765
Resort Hotel,40,10,49,4,0,2,2,0,Deluxe,3,9,7662.03,0.847
Resort Hotel,254,12,50,6,0,2,2,1,Family,2,5,8618.71,0.659
City Hotel,1,2,14,2,3,1,0,0,Standard,3,9,3346.86,0.441
City Hotel,194,11,10,6,3,3,2,1,Suite,1,2,10377.6,0.941
City Hotel,241,12,49,3,3,3,2,0,Suite,3,8,10011.42,0.854
Resort Hotel,148,12,11,2,2,1,2,1,Family,1,2,8288.9,0.608
City Hotel,197,2,31,6,0,1,2,0,Deluxe,4,3,4589.93,0.532
Resort Hotel,298,5,2,5,1,1,0,1,Standard,2,9,2977.21,0.732
Resort Hotel,244,6,10,1,2,1,0,1,Deluxe,4,0,5151.89,0.858
City Hotel,337,12,21,5,2,3,2,0,Family,0,1,8272.22,0.956
City Hotel,107,2,1,1,1,3,0,0,Suite,0,5,8468.33,0.504
City Hotel,211,5,46,2,1,2,0,0,Family,4,0,7312.99,0.612
Resort Hotel,155,7,31,5,3,2,0,1,Suite,3,8,8905.06,0.493
Resort Hotel,25,10,11,3,1,2,1,0,Standard,3,7,5023.57,0.76
City Hotel,81,10,43,7,1,3,0,0,Suite,2,1,9942.19,0.77
City Hotel,82,8,10,5,1,3,0,1,Standard,4,1,3933.59,0.791
Resort Hotel,130,12,20,4,1,3,2,0,Deluxe,0,7,7562.47,0.58
City Hotel,328,7,21,7,3,2,2,0,Deluxe,4,7,6195.25,0.583
Resort Hotel,99,8,37,7,2,1,1,1,Family,4,0,7914.62,0.677
Resort Hotel,255,12,37,1,0,1,1,0,Standard,2,4,4729.1,0.888
City Hotel,48,9,14,1,0,1,0,1,Deluxe,3,1,5975.6,0.685
City Hotel,62,5,5,6,2,1,0,0,Standard,0,0,4681.62,0.861
City Hotel,310,5,6,3,0,1,2,1,Deluxe,2,2,5271.06,0.517
City Hotel,289,11,24,1,0,3,0,1,Deluxe,0,2,6179.65,0.726
Resort Hotel,104,10,16,1,2,2,0,0,Suite,0,9,9691.58,0.641
Resort Hotel,104,4,23,6,0,1,0,1,Family,3,8,8130.17,0.579
Resort Hotel,324,9,47,3,0,1,0,0,Suite,3,9,8346.26,0.772
City Hotel,14,5,38,5,2,1,0,1,Standard,2,0,4346.05,0.643
Resort Hotel,174,2,52,2,0,3,0,1,Deluxe,1,1,5338.78,0.464
City Hotel,258,10,16,5,1,1,0,0,Family,2,8,8166.79,0.872
City Hotel,210,8,51,4,2,2,0,0,Deluxe,2,4,5823.42,0.838
City Hotel,258,7,52,4,3,3,2,0,Deluxe,1,8,6477.99,0.605
City Hotel,101,8,13,1,0,3,1,1,Suite,0,5,9479.88,1.0
City Hotel,259,12,51,7,3,3,0,0,Standard,4,9,5570.02,0.689
City Hotel,343,3,45,4,0,1,2,1,Family,1,9,7821.32,0.579
Resort Hotel,158,4,8,2,1,1,0,1,Family,4,2,6729.25,0.604
City Hotel,44,5,38,1,2,1,0,0,Family,0,7,6862.13,0.513
Resort Hotel,300,6,32,6,3,1,1,1,Standard,1,8,4442.25,0.67
Resort Hotel,250,1,22,4,2,2,2,0,Family,3,1,6680.81,0.513
City Hotel,330,4,17,7,3,3,0,1,Standard,2,8,3910.77,0.642
City Hotel,164,11,5,6,0,1,1,0,Family,1,3,8462.34,0.775
City Hotel,192,12,8,0,1,2,1,1,Deluxe,1,7,6399.52,0.88
Resort Hotel,8,10,50,0,3,3,0,1,Standard,0,4,4953.8,0.81
City Hotel,64,5,30,0,3,3,0,0,Suite,3,5,8540.26,0.526
Resort Hotel,281,7,19,6,1,3,2,1,Family,1,3,8472.87,0.645
City Hotel,180,5,12,0,1,1,2,1,Suite,3,4,9476.29,0.543
City Hotel,281,1,25,5,1,3,0,1,Standard,4,0,3802.72,0.692
Resort Hotel,278,11,44,0,1,1,0,1,Deluxe,1,2,4772.13,0.871
Resort Hotel,29,7,13,1,1,2,1,1,Suite,3,3,8888.34,0.708
City Hotel,265,8,4,3,2,3,2,0,Suite,2,0,9735.99,0.753
Resort Hotel,327,7,10,5,0,2,0,0,Deluxe,0,2,4848.09,0.664
Resort Hotel,216,11,48,7,0,1,0,1,Deluxe,3,3,5207.22,0.79
Resort Hotel,319,4,28,3,3,1,2,0,Standard,0,8,3399.58,0.525
Resort Hotel,104,8,5,1,1,1,0,0,Family,1,2,7087.66,0.634
Resort Hotel,183,5,28,7,2,3,1,1,Suite,1,2,10204.04,0.687
City Hotel,329,10,44,1,2,3,1,0,Suite,4,3,9419.74,0.642
City Hotel,147,9,31,2,3,2,0,1,Standard,0,8,4483.7,0.655
Resort Hotel,104,12,16,7,1,1,2,0,Family,2,8,8934.04,0.777
City Hotel,46,12,23,5,0,2,1,1,Standard,2,0,5633.33,0.649
City Hotel,86,10,29,3,1,1,2,1,Suite,3,7,9727.03,0.85
Resort Hotel,308,5,47,0,2,1,2,1,Suite,2,9,8458.39,0.691
City Hotel,128,1,21,1,1,2,2,1,Deluxe,0,0,5355.58,0.568
Resort Hotel,257,12,2,0,0,1,1,0,Deluxe,1,1,6505.58,0.761
Resort Hotel,313,9,23,7,0,2,1,0,Family,0,9,8140.41,0.842
City Hotel,146,12,16,3,3,3,0,1,Suite,0,4,10397.34,0.841
Resort Hotel,71,5,11,6,2,2,2,0,Suite,1,5,9686.42,0.724
Resort Hotel,139,6,9,5,1,2,1,1,Deluxe,0,1,6223.23,0.755
Resort Hotel,26,4,2,4,1,1,1,1,Standard,2,9,3848.18,0.552
Resort Hotel,28,6,18,6,3,2,0,0,Standard,3,4,4711.26,0.561
Resort Hotel,270,12,13,7,3,3,1,1,Suite,3,2,10336.03,0.7
City Hotel,173,8,45,7,3,3,1,1,Suite,0,6,10493.38,0.706
City Hotel,252,3,8,6,2,3,1,0,Family,1,0,7763.82,0.303
Resort Hotel,59,5,10,4,1,3,0,1,Family,4,4,7380.15,0.518
Resort Hotel,106,2,27,7,3,2,0,1,Deluxe,0,2,5014.68,0.481
City Hotel,219,2,17,7,2,3,2,0,Suite,0,1,8493.08,0.488
Resort Hotel,258,7,24,1,1,2,1,0,Standard,4,2,3589.54,0.735
City Hotel,145,10,21,2,0,2,0,1,Family,3,9,8140.45,0.607
Resort Hotel,51,10,1,7,3,1,0,0,Deluxe,3,3,6588.46,0.581
Resort Hotel,59,11,16,0,2,2,0,0,Deluxe,4,1,7045.25,0.608
Resort Hotel,33,10,43,1,1,2,2,0,Standard,1,1,4420.7,0.803
Resort Hotel,95,6,33,2,1,1,2,0,Family,0,2,8041.46,0.592
Resort Hotel,88,4,6,0,3,3,2,0,Standard,2,1,3392.54,0.538
Resort Hotel,315,5,12,3,3,3,2,0,Deluxe,3,5,5461.35,0.799
Resort Hotel,230,1,32,6,1,2,2,1,Suite,3,1,7993.34,0.569
City Hotel,274,7,48,6,2,1,1,1,Standard,3,0,3799.13,0.602
City Hotel,245,8,11,4,0,2,1,0,Deluxe,1,7,5691.25,0.561
City Hotel,110,9,18,2,1,2,0,0,Suite,4,9,9523.34,0.913
Resort Hotel,233,8,2,0,2,3,2,0,Suite,1,3,9592.81,0.724
Resort Hotel,277,5,32,7,3,1,2,1,Family,3,1,7392.56,0.581
Resort Hotel,165,3,49,1,1,2,0,1,Family,0,3,6721.9,0.595
Resort Hotel,127,10,49,0,3,3,1,1,Deluxe,3,1,6873.19,0.708
Resort Hotel,236,11,20,1,0,2,2,1,Standard,0,4,4585.5,0.826
Resort Hotel,290,9,21,6,3,3,2,0,Suite,0,6,10758.57,0.555
Resort Hotel,106,6,36,4,0,1,2,0,Family,3,5,7979.0,0.61
City Hotel,127,5,38,7,3,2,1,0,Family,3,1,7764.38,0.519
Resort Hotel,194,3,27,4,3,1,1,0,Standard,0,3,3380.12,0.567
City Hotel,338,6,47,0,0,3,2,0,Family,1,7,6840.64,0.554
City Hotel,142,3,11,0,3,1,2,1,Deluxe,1,6,5016.37,0.515
Resort Hotel,110,10,18,1,2,1,0,0,Standard,1,6,4390.77,0.695
Resort Hotel,89,12,17,1,3,1,0,1,Suite,2,3,9404.25,0.826
City Hotel,250,6,34,2,1,2,1,0,Deluxe,0,0,5365.21,0.612
City Hotel,279,4,45,6,3,3,0,0,Suite,2,6,9132.9,0.499
Resort Hotel,332,2,26,2,2,1,2,1,Suite,2,5,8107.46,0.591
Resort Hotel,223,8,6,2,1,2,1,1,Family,0,7,6964.21,0.909
City Hotel,100,4,43,0,2,3,0,0,Deluxe,2,4,4862.99,0.564
Resort Hotel,131,9,30,5,1,3,1,1,Deluxe,0,7,6295.81,0.855
Resort Hotel,12,7,52,5,3,3,2,1,Standard,4,9,5022.09,0.52
Resort Hotel,97,12,39,5,2,1,0,1,Deluxe,4,7,6486.44,0.724
City Hotel,119,2,50,5,3,1,0,0,Standard,0,8,3460.33,0.68
City Hotel,292,4,32,2,1,1,0,0,Deluxe,0,0,4994.22,0.622
City Hotel,303,5,17,0,2,3,2,0,Suite,0,2,8082.02,0.553
Resort Hotel,198,3,13,5,0,3,1,1,Standard,1,5,3571.72,0.659
Resort Hotel,0,9,46,7,2,1,0,1,Deluxe,0,3,5958.09,0.621
City Hotel,59,5,41,4,3,1,1,0,Standard,3,7,3871.37,0.632
City Hotel,249,2,13,3,0,3,1,0,Family,4,9,6898.09,0.644
City Hotel,139,11,6,4,0,3,1,1,Family,4,0,8223.46,0.811
Resort Hotel,148,3,22,0,1,2,2,0,Standard,0,4,3138.11,0.826
City Hotel,43,9,33,0,0,2,2,0,Standard,4,3,4407.77,0.669
City Hotel,185,7,33,3,0,1,0,1,Suite,0,0,8598.0,0.744
Resort Hotel,107,2,4,1,1,3,0,1,Deluxe,0,9,4726.99,0.638
Resort Hotel,43,9,14,1,2,3,1,0,Family,4,5,8974.92,0.703
Resort Hotel,77,4,50,7,3,2,1,1,Family,4,9,7722.83,0.507
City Hotel,225,9,48,1,2,3,1,1,Deluxe,3,2,6091.77,0.841
Resort Hotel,161,2,35,2,0,1,2,0,Family,2,4,7456.94,0.499
Resort Hotel,280,12,27,1,3,2,2,1,Family,3,5,8827.19,0.864
City Hotel,252,10,6,6,2,3,0,1,Standard,3,3,4926.52,0.793
Resort Hotel,131,12,1,2,3,3,1,0,Family,4,9,9123.72,0.813
City Hotel,143,4,43,2,0,1,1,1,Family,3,9,6380.41,0.735
City Hotel,265,5,28,7,2,3,2,1,Family,4,5,9123.21,0.659
Resort Hotel,108,2,29,1,3,2,0,0,Deluxe,1,6,4576.59,0.613
Resort Hotel,193,10,32,1,3,2,1,1,Suite,0,1,9518.24,0.79
Resort Hotel,34,1,28,7,2,3,1,0,Standard,2,6,4943.52,0.533
Resort Hotel,274,7,27,3,2,3,0,0,Suite,1,6,9033.51,0.637
Resort Hotel,186,10,10,5,0,3,1,1,Family,0,1,8502.29,0.748
Resort Hotel,242,1,18,7,1,3,2,0,Family,0,2,8128.77,0.587
City Hotel,263,11,4,3,3,2,0,0,Family,2,2,8534.19,0.822
City Hotel,9,11,38,2,2,1,1,1,Suite,3,0,9488.54,0.835
Resort Hotel,165,8,51,3,2,2,1,0,Deluxe,0,0,7041.21,1.0
City Hotel,28,3,41,2,2,3,2,0,Deluxe,2,9,5721.78,0.525
Resort Hotel,270,10,42,0,3,3,2,1,Standard,4,5,5672.74,0.592
City Hotel,86,6,52,2,0,2,2,0,Suite,0,8,9324.62,0.609
City Hotel,22,7,32,2,1,2,1,0,Deluxe,0,8,6009.25,0.639
City Hotel,209,10,5,3,3,3,1,1,Standard,3,0,4571.45,0.794
Resort Hotel,45,1,22,5,0,2,1,1,Family,3,6,7339.97,0.5
City Hotel,27,6,48,0,3,3,0,0,Family,4,5,7537.19,0.723
Resort Hotel,25,7,22,4,3,2,2,0,Standard,0,3,5153.94,0.598
City Hotel,265,6,2,4,2,3,0,0,Deluxe,3,2,6251.77,0.708
City Hotel,174,4,41,5,0,2,2,1,Suite,2,8,9293.99,0.455
City Hotel,3,1,43,4,2,3,1,0,Standard,0,9,4838.35,0.524
City Hotel,310,11,34,0,2,1,0,1,Deluxe,2,4,5217.48,0.694
City Hotel,321,9,50,1,0,1,0,0,Standard,1,7,3728.67,0.689
Resort Hotel,66,4,2,0,2,2,2,0,Deluxe,4,3,5061.0,0.395
Resort Hotel,134,7,46,3,2,1,0,1,Family,3,3,7583.97,0.761
City Hotel,54,7,36,7,1,3,0,0,Standard,1,5,4165.01,0.637
City Hotel,30,2,40,6,0,2,1,1,Suite,3,5,9799.23,0.539
City Hotel,73,1,8,2,0,2,2,1,Standard,1,2,4251.38,0.567
City Hotel,18,8,33,2,2,3,0,0,Family,3,1,7493.09,0.627
Resort Hotel,155,8,33,7,2,3,1,0,Family,4,8,8376.15,0.651
City Hotel,336,7,4,3,0,3,0,1,Deluxe,0,1,5939.64,0.498
Resort Hotel,155,8,18,3,0,2,1,1,Family,2,8,8007.07,0.668
City Hotel,146,3,19,6,3,3,0,1,Deluxe,1,7,5967.59,0.729
Resort Hotel,86,11,10,6,0,1,1,0,Family,2,9,8703.77,0.802
City Hotel,19,2,50,2,3,2,1,0,Deluxe,2,6,6088.56,0.4
City Hotel,268,7,42,6,2,3,2,0,Suite,3,4,10618.99,0.717
Resort Hotel,332,8,41,6,1,2,1,0,Deluxe,0,2,5569.64,0.828
City Hotel,42,1,30,6,1,1,0,1,Deluxe,3,1,5163.6,0.424
City Hotel,305,12,22,7,3,1,1,1,Suite,2,7,8990.57,0.778
City Hotel,27,10,39,5,2,3,1,1,Deluxe,4,1,7220.27,0.732
Resort Hotel,259,9,38,1,2,2,0,0,Deluxe,0,7,6652.74,0.737
City Hotel,21,11,1,6,2,3,0,0,Suite,0,4,10544.76,0.786
City Hotel,100,4,30,1,0,2,1,0,Family,2,8,7585.88,0.663
Resort Hotel,38,12,5,1,2,3,0,1,Standard,3,3,5314.75,0.787
Resort Hotel,289,4,51,3,0,3,1,1,Deluxe,4,7,5063.0,0.723
Resort Hotel,352,3,47,6,3,2,1,1,Family,1,6,6578.57,0.383
City Hotel,299,6,26,2,1,2,1,1,Standard,3,7,4527.53,0.535
City Hotel,169,1,46,5,3,1,0,0,Suite,0,4,7888.29,0.674
City Hotel,295,6,31,2,2,1,2,0,Deluxe,3,1,5519.27,0.602
Resort Hotel,352,2,39,6,2,2,2,0,Deluxe,1,6,4515.0,0.606
City Hotel,129,9,41,2,3,1,1,1,Suite,4,2,8968.75,0.712
City Hotel,155,2,12,6,0,1,1,1,Deluxe,4,9,5355.94,0.645
Resort Hotel,73,7,17,5,0,2,0,1,Standard,1,9,4574.77,0.716
Resort Hotel,341,12,18,0,0,2,2,1,Standard,1,9,5322.24,1.0
Resort Hotel,89,1,2,5,1,2,2,0,Suite,2,9,8545.85,0.523
Resort Hotel,66,12,49,7,1,3,2,0,Deluxe,0,1,7714.66,0.758
Resort Hotel,235,7,24,0,2,2,0,1,Family,2,2,8040.87,0.803
City Hotel,199,5,28,4,3,2,0,0,Deluxe,3,3,6338.76,0.693
Resort Hotel,331,8,52,0,3,2,0,1,Suite,1,9,7834.09,0.619
City Hotel,226,4,39,1,2,1,1,1,Family,2,6,7672.23,0.687
City Hotel,347,12,10,7,0,2,0,1,Standard,0,9,4003.58,0.82
Resort Hotel,232,10,47,1,1,1,1,1,Standard,0,0,4471.31,0.759
Resort Hotel,265,7,33,7,3,3,1,1,Family,1,5,8796.18,0.719
Resort Hotel,85,6,24,5,2,2,1,0,Family,2,5,8223.64,0.731
City Hotel,101,5,11,1,0,2,1,0,Suite,4,7,8360.23,0.644
Resort Hotel,213,4,8,1,0,1,0,0,Deluxe,1,1,4550.19,0.574
Resort Hotel,107,7,27,4,1,3,0,0,Standard,3,1,3299.63,0.884
Resort Hotel,164,12,26,1,1,2,2,0,Deluxe,2,0,6847.7,0.796
Resort Hotel,90,5,12,3,2,3,2,0,Standard,2,2,4686.25,0.759
Resort Hotel,191,5,35,3,2,3,1,1,Deluxe,1,6,6720.64,0.569
City Hotel,334,1,15,3,0,2,2,1,Standard,2,7,3045.96,0.44
City Hotel,85,2,21,0,0,3,2,0,Deluxe,2,6,5166.69,0.647
City Hotel,221,5,37,5,3,3,2,1,Suite,3,8,9151.64,0.6
Resort Hotel,362,3,30,5,0,2,1,1,Standard,3,7,3006.36,0.381
Resort Hotel,100,2,5,2,2,1,2,1,Suite,4,7,8172.49,0.529
Resort Hotel,225,4,17,4,1,2,0,0,Standard,3,1,3134.8,0.651
City Hotel,363,4,26,3,2,3,1,0,Standard,4,0,4080.78,0.53
Resort Hotel,59,4,34,3,3,2,0,0,Standard,3,5,4281.45,0.518
Resort Hotel,249,4,33,1,3,1,1,1,Deluxe,4,6,4474.99,0.619
Resort Hotel,47,3,18,3,1,3,0,0,Standard,3,5,4003.26,0.461
City Hotel,116,12,25,1,2,3,2,0,Suite,3,6,10725.02,0.831
Resort Hotel,226,7,41,1,3,1,1,0,Deluxe,1,7,6226.83,0.779
City Hotel,361,9,30,2,2,1,0,1,Deluxe,3,1,5008.21,0.855
Resort Hotel,32,12,37,0,3,3,1,0,Standard,4,0,6102.28,0.735
City Hotel,43,5,20,1,1,1,0,0,Family,1,9,6899.26,0.803
City Hotel,164,4,45,1,3,2,2,0,Deluxe,4,7,5782.74,0.659
City Hotel,344,11,2,5,2,1,1,1,Standard,3,7,4486.09,0.708
Resort Hotel,291,2,13,2,2,2,1,0,Suite,3,7,7416.38,0.508
Resort Hotel,336,2,40,1,3,3,0,0,Family,4,9,6338.07,0.48
City Hotel,343,5,42,4,0,3,0,1,Deluxe,2,6,5986.5,0.42
City Hotel,286,7,20,0,1,3,2,0,Family,1,1,8314.11,0.817
Resort Hotel,363,10,6,7,1,3,0,0,Deluxe,1,3,6814.41,0.772
Resort Hotel,224,10,11,4,3,3,0,0,Family,3,8,8339.34,0.815
City Hotel,285,9,46,3,3,1,0,0,Family,1,7,8580.62,0.735
Resort Hotel,203,7,25,0,0,1,2,1,Suite,4,3,9038.13,0.524
Resort Hotel,171,5,42,3,1,3,2,1,Family,3,7,7849.48,0.66
Resort Hotel,11,10,10,5,0,1,1,1,Suite,1,9,8700.78,0.846
Resort Hotel,306,10,31,6,1,1,2,0,Standard,0,5,5218.63,0.845
City Hotel,120,10,43,6,3,3,0,0,Deluxe,1,8,7680.75,0.859
Resort Hotel,243,6,4,6,1,1,1,0,Suite,4,0,9028.33,0.655
Resort Hotel,151,11,25,1,1,3,2,0,Deluxe,1,5,5892.89,0.538
City Hotel,151,12,28,2,1,3,2,1,Suite,2,3,10197.12,0.868
City Hotel,187,3,24,4,0,3,0,0,Deluxe,2,2,6464.03,0.582
Resort Hotel,12,5,35,3,0,3,0,1,Suite,3,4,8849.2,0.824
Resort Hotel,90,8,41,1,1,1,2,0,Deluxe,2,9,7101.86,0.89
Resort Hotel,199,1,5,6,2,1,1,0,Standard,4,7,3903.07,0.635
Resort Hotel,73,12,33,4,0,2,0,1,Deluxe,0,9,6777.64,0.662
City Hotel,255,1,11,4,3,2,2,0,Standard,0,5,4441.45,0.414
City Hotel,275,7,8,5,3,3,2,0,Standard,3,0,4595.94,0.727
City Hotel,327,5,21,5,1,2,0,0,Standard,3,5,3077.81,0.508
Resort Hotel,328,5,32,6,3,1,1,0,Family,2,6,6886.19,0.713
Resort Hotel,70,1,5,3,0,1,1,1,Deluxe,4,5,5113.81,0.618
Resort Hotel,77,9,34,6,2,2,1,0,Family,2,2,8918.94,0.881
Resort Hotel,283,1,9,6,2,2,0,1,Family,4,8,6542.88,0.634
City Hotel,129,5,38,1,2,1,0,1,Deluxe,4,9,5901.78,0.586
City Hotel,42,10,43,2,3,2,0,0,Standard,0,9,4960.18,0.744
Resort Hotel,7,9,32,6,1,1,1,0,Family,4,3,8950.71,0.64
City Hotel,12,4,10,3,3,1,1,1,Family,1,4,7335.21,0.627
Resort Hotel,212,8,12,4,1,2,0,1,Suite,4,4,8885.01,0.482
Resort Hotel,110,6,35,4,2,2,0,0,Deluxe,0,2,5097.28,0.621
City Hotel,290,11,39,7,0,3,0,0,Family,2,1,8329.45,0.845
Resort Hotel,22,3,18,0,3,3,1,1,Deluxe,4,7,5918.79,0.637
Resort Hotel,301,4,23,6,0,3,2,0,Deluxe,1,6,5617.74,0.687
City Hotel,253,2,12,7,2,3,2,0,Family,3,4,7763.68,0.444
Resort Hotel,14,1,31,7,1,3,1,1,Deluxe,2,0,6141.52,0.397
Resort Hotel,129,8,11,1,0,1,0,0,Standard,3,9,3574.57,0.76
City Hotel,60,1,34,0,3,2,0,1,Family,1,0,6697.77,0.43
Resort Hotel,114,11,27,5,0,1,0,0,Family,0,7,7856.47,0.658
City Hotel,319,1,21,2,0,3,0,1,Family,0,3,5941.37,0.546
Resort Hotel,307,4,10,3,3,3,1,1,Suite,2,3,9300.74,0.597
City Hotel,324,10,13,6,1,2,2,1,Suite,4,8,8936.96,0.989
City Hotel,66,12,45,4,3,1,2,1,Suite,4,1,10694.94,0.837
City Hotel,248,10,47,1,2,3,1,1,Suite,3,4,8721.79,0.767
Resort Hotel,174,6,25,4,1,3,0,0,Family,0,5,8507.73,0.594
City Hotel,338,9,13,6,0,3,2,0,Standard,4,5,5161.64,0.808
City Hotel,1,1,41,5,3,3,1,1,Deluxe,4,9,5861.15,0.522
City Hotel,171,7,6,0,2,1,0,1,Deluxe,0,2,5879.96,0.623
City Hotel,333,10,35,6,3,1,2,1,Family,0,9,8977.56,0.729
